9.030500003904103901e-01	2.543342976584829375e+04	4.140326955803523390e+00
9.091500011712313478e-01	2.481030002623706241e+04	4.075541568238749690e+00
9.152500019520521946e-01	2.439685764832790301e+04	4.027941738044488851e+00
9.213500027328729303e-01	2.400719054676342057e+04	3.982386968406276928e+00
9.274500035136937770e-01	2.361639803555912295e+04	3.936821145183013737e+00
9.335500042945146237e-01	2.323383657890134418e+04	3.892017402532529147e+00
9.396500050753355815e-01	2.287180985735586364e+04	3.849012244766667035e+00
9.457500058561564282e-01	2.251794634651337037e+04	3.806775626929653100e+00
9.518500066369771639e-01	2.216727548713134456e+04	3.764886948714504022e+00
9.579500074177980107e-01	2.180926552020456438e+04	3.722443397815012656e+00
9.640500081986188574e-01	2.147488316949241562e+04	3.682083123141818959e+00
9.701500089794398152e-01	2.114919081697422735e+04	3.642540168218943109e+00
9.762500097602604399e-01	2.082098624683808521e+04	3.602848390912619880e+00
9.823500105410813976e-01	2.046577783156786973e+04	3.560867423385938313e+00
9.884500113219022444e-01	2.014049852833238037e+04	3.521530789096751324e+00
9.945500121027232021e-01	1.984164839296807986e+04	3.484562228921312954e+00
1.000650012883544049e+00	1.958377793450605532e+04	3.451268270730769583e+00
1.006750013664364785e+00	1.931008389724308290e+04	3.416659934933708787e+00
1.012850014445185520e+00	1.899898196189923692e+04	3.378796217347902697e+00
1.018950015226006478e+00	1.874943434671321666e+04	3.346462389591222220e+00
1.025050016006827436e+00	1.854023585976603135e+04	3.317815990152821026e+00
1.031150016787648394e+00	1.830060940899341949e+04	3.286532513673025235e+00
1.037250017568468907e+00	1.806742213713513775e+04	3.255902074204609864e+00
1.043350018349289865e+00	1.782876345883648173e+04	3.224849378530296296e+00
1.049450019130110823e+00	1.756363570452337808e+04	3.191457276225146522e+00
1.055550019910931558e+00	1.737165758139109312e+04	3.164774611200133148e+00
1.061650020691752516e+00	1.719652069471277719e+04	3.139713538801301329e+00
1.067750021472573252e+00	1.698278066106307597e+04	3.111206744905866906e+00
1.073850022253394210e+00	1.676794514888099729e+04	3.082664161427000504e+00
1.079950023034214945e+00	1.655847927737399732e+04	3.054677286441989992e+00
1.086050023815035903e+00	1.636377343265017407e+04	3.028116514187221497e+00
1.092150024595856861e+00	1.617173644500658702e+04	3.001869205923704431e+00
1.098250025376677375e+00	1.596678218909465977e+04	2.974483004072433712e+00
1.104350026157498332e+00	1.582056074761237505e+04	2.952635065769233069e+00
1.110450026938319290e+00	1.566688945348780180e+04	2.930170492541632310e+00
1.116550027719140248e+00	1.549619933167177078e+04	2.906185345791214125e+00
1.122650028499960762e+00	1.532970555111909198e+04	2.882659211801847920e+00
1.128750029280781719e+00	1.516668477673325287e+04	2.859524463612014955e+00
1.134850030061602677e+00	1.501632885160966180e+04	2.837649793590700131e+00
1.140950030842423413e+00	1.487068707590816666e+04	2.816288363401288741e+00
1.147050031623244148e+00	1.470664066224065209e+04	2.793246328540413881e+00
1.153150032404065106e+00	1.456255530412613552e+04	2.772160156533626019e+00
1.159250033184886064e+00	1.442169252857952961e+04	2.751444371098891395e+00
1.165350033965706800e+00	1.428913663305163027e+04	2.731584994114127696e+00
1.171450034746527757e+00	1.415006872624795506e+04	2.711165596375768150e+00
1.177550035527348493e+00	1.401365670637795847e+04	2.691060336967888933e+00
1.183650036308169229e+00	1.387136621700637443e+04	2.670447629992866556e+00
1.189750037088990187e+00	1.375696653125272314e+04	2.652578811293367256e+00
1.195850037869811144e+00	1.363669236681181246e+04	2.634205719328934325e+00
1.201950038650631880e+00	1.350145464405711937e+04	2.614443748505089982e+00
1.208050039431452616e+00	1.339167133277459106e+04	2.597202744687283182e+00
1.214150040212273574e+00	1.326418875995808958e+04	2.578301966903426834e+00
1.220250040993094531e+00	1.315070596379574454e+04	2.560816222888809168e+00
1.226350041773915267e+00	1.306351864322467918e+04	2.545949757018654225e+00
1.232450042554736225e+00	1.296803342196714220e+04	2.530335078331526155e+00
1.238550043335556960e+00	1.287536571562346762e+04	2.515053958965867587e+00
1.244650044116377918e+00	1.277198965674066676e+04	2.498783355833885000e+00
1.250750044897198654e+00	1.267133433552433235e+04	2.482833033223734276e+00
1.256850045678019612e+00	1.257456806286828214e+04	2.467317566587790445e+00
1.262950046458840569e+00	1.247538634984167220e+04	2.451617971743871305e+00
1.269050047239661083e+00	1.238974846293251539e+04	2.437302194453435877e+00
1.275150048020482041e+00	1.229667668663837685e+04	2.422307998121906003e+00
1.281250048801302999e+00	1.220018478246720952e+04	2.407027233915142173e+00
1.287350049582123734e+00	1.209413487798626556e+04	2.390850568730683356e+00
1.293450050362944692e+00	1.200620726135780569e+04	2.376512185961711765e+00
